timestamp,open,high,low,close,volume
1642237200000,3311.65,3332.89,3310.0,3330.31,6308.0273
1642233600000,3313.53,3324.6,3310.0,3311.99,6326.0056
1642230000000,3317.82,3319.33,3305.0,3313.52,5726.889
1642226400000,3308.21,3320.5,3302.75,3317.82,4099.913
1642222800000,3304.56,3316.62,3298.0,3308.22,4462.8866
1642219200000,3307.48,3308.49,3293.31,3304.55,8180.7299
1642215600000,3315.79,3321.79,3303.37,3307.49,7961.3798
1642212000000,3302.76,3315.83,3296.96,3315.79,5435.626
1642208400000,3314.45,3318.2,3295.14,3302.76,5540.3842
1642204800000,3307.42,3325.68,3302.0,3314.44,8244.6053
1642201200000,3313.49,3318.7,3293.13,3307.42,7636.2628
1642197600000,3331.04,3332.69,3313.22,3313.49,6819.0635
1642194000000,3303.18,3342.79,3302.02,3331.04,8602.0015
1642190400000,3308.01,3317.79,3297.86,3303.18,9984.7476
1642186800000,3291.69,3327.0,3291.68,3307.55,11527.8806
1642183200000,3279.6,3295.0,3270.65,3291.68,7139.3908
1642179600000,3295.33,3308.57,3274.4,3279.6,11327.7525
1642176000000,3278.16,3296.97,3258.18,3295.32,12311.3731
1642172400000,3276.26,3299.69,3259.08,3278.0,20708.0325
1642168800000,3210.15,3284.74,3204.0,3276.55,21039.5464
1642165200000,3211.39,3230.75,3203.39,3210.15,10100.8664
1642161600000,3202.51,3230.45,3188.0,3211.62,22877.7929
1642158000000,3224.54,3225.0,3193.34,3202.51,23640.7865
1642154400000,3262.35,3268.2,3216.82,3224.54,14773.4708
1642150800000,3256.78,3274.38,3251.13,3262.34,7219.6876
1642147200000,3268.96,3270.44,3240.3,3256.77,13015.3868
1642143600000,3291.62,3295.0,3263.93,3268.97,10113.7172
1642140000000,3304.82,3312.39,3291.55,3291.55,13270.7697
1642136400000,3272.32,3306.21,3270.21,3304.81,9799.6754
1642132800000,3266.43,3284.68,3265.9,3272.32,8269.5694
1642129200000,3272.83,3274.0,3261.5,3266.43,5262.1043
1642125600000,3258.64,3275.48,3246.24,3272.84,8552.6738
1642122000000,3268.57,3269.71,3252.0,3258.65,8655.5568
1642118400000,3240.61,3270.0,3222.22,3268.57,12678.2416
1642114800000,3247.1,3264.03,3233.64,3240.61,8268.0302
1642111200000,3270.24,3276.57,3244.31,3247.11,7274.7394
1642107600000,3275.82,3277.87,3265.0,3270.24,6696.9248
1642104000000,3271.49,3278.73,3233.43,3275.81,20775.2476
1642100400000,3270.59,3291.52,3247.52,3271.5,13231.7178
1642096800000,3281.4,3296.49,3265.98,3270.59,12714.5702
1642093200000,3301.24,3304.33,3249.0,3281.71,25448.0879
1642089600000,3301.42,3318.97,3286.97,3301.27,18427.1896
1642086000000,3386.43,3391.83,3272.59,3301.43,60327.5131
1642082400000,3373.0,3410.0,3364.43,3386.43,25739.8506
1642078800000,3367.22,3378.0,3351.86,3373.0,11613.0217
1642075200000,3334.0,3368.44,3332.28,3367.22,8947.5274
1642071600000,3356.08,3359.92,3328.86,3333.99,11915.8037
1642068000000,3362.35,3379.0,3355.49,3356.08,9152.2183
1642064400000,3357.56,3375.14,3347.59,3362.35,10159.194
1642060800000,3339.99,3357.69,3335.05,3357.56,10853.07
1642057200000,3340.52,3349.0,3330.0,3339.99,7338.3915
1642053600000,3337.01,3345.0,3334.63,3340.52,6561.2056
1642050000000,3336.92,3343.31,3324.1,3337.01,9864.8995
1642046400000,3338.03,3352.67,3333.96,3336.92,7907.1871
1642042800000,3335.07,3340.78,3310.0,3338.04,12072.6912
1642039200000,3333.8,3347.27,3331.6,3335.07,6479.5316
1642035600000,3353.76,3362.39,3331.05,3333.81,10197.2491
1642032000000,3371.6,3384.56,3348.31,3353.75,14269.018
1642028400000,3362.91,3378.85,3355.51,3371.26,8856.457
1642024800000,3366.63,3380.94,3362.04,3362.9,7477.2873
1642021200000,3381.99,3411.43,3365.0,3366.63,14068.9368
1642017600000,3382.01,3393.1,3366.0,3381.98,7576.9678
1642014000000,3372.25,3383.99,3362.02,3382.02,7370.3085
1642010400000,3381.44,3392.94,3365.1,3372.25,11339.6358
1642006800000,3370.08,3388.01,3359.34,3381.44,12585.897
1642003200000,3361.75,3375.59,3336.34,3370.08,19450.675
1641999600000,3375.87,3388.02,3350.99,3361.76,20281.5511
1641996000000,3370.38,3383.21,3349.02,3375.84,31745.4204
1641992400000,3316.59,3377.27,3300.91,3370.39,44845.9395
1641988800000,3272.5,3332.01,3268.25,3316.6,37855.1067
1641985200000,3248.14,3295.96,3240.15,3272.51,26899.6285
1641981600000,3261.6,3270.38,3245.0,3248.14,12145.1338
1641978000000,3231.99,3275.4,3228.85,3261.6,16904.4535
1641974400000,3217.53,3240.39,3215.78,3232.0,8762.895
1641970800000,3235.16,3239.49,3206.2,3217.52,15103.5817
1641967200000,3229.99,3260.89,3219.35,3235.15,13699.352
1641963600000,3227.41,3233.46,3220.99,3230.0,7484.7024
1641960000000,3234.51,3243.54,3219.37,3227.4,8839.8168
1641956400000,3229.01,3240.01,3222.82,3234.52,7580.6851
1641952800000,3231.28,3238.2,3217.52,3229.01,8912.8741
1641949200000,3233.19,3240.6,3225.01,3230.94,7912.7945
1641945600000,3239.73,3259.99,3224.49,3233.18,12765.7012
1641942000000,3232.19,3248.76,3228.83,3239.72,7199.5453
1641938400000,3230.45,3237.2,3223.22,3232.18,4840.3065
1641934800000,3240.21,3243.39,3226.12,3230.46,6501.4016
1641931200000,3237.17,3249.06,3232.73,3240.21,10016.6695
1641927600000,3233.58,3245.8,3217.06,3237.18,12159.6888
1641924000000,3231.66,3249.95,3220.39,3233.58,13561.8931
1641920400000,3218.68,3263.54,3200.39,3231.67,44041.7382
1641916800000,3133.55,3237.22,3130.0,3218.67,67296.1494
1641913200000,3115.33,3158.56,3110.75,3133.56,21964.9648
1641909600000,3113.51,3122.57,3075.48,3115.34,23538.8858
1641906000000,3121.93,3131.49,3105.98,3113.52,9805.9169
1641902400000,3110.92,3135.52,3104.67,3121.93,10608.9664
1641898800000,3093.7,3120.65,3091.87,3110.93,11170.1611
1641895200000,3123.14,3132.66,3088.0,3093.7,11510.016
1641891600000,3107.44,3134.02,3097.9,3123.15,13628.0209
1641888000000,3129.59,3146.98,3104.79,3107.62,17194.6096
1641884400000,3108.08,3137.01,3105.69,3129.59,10443.4855
1641880800000,3110.66,3122.9,3097.57,3108.08,6168.687
1641877200000,3118.18,3119.85,3101.52,3110.66,6423.6842
1641873600000,3119.79,3124.71,3105.69,3118.17,8733.007
1641870000000,3115.61,3123.74,3107.14,3120.2,8469.8408
1641866400000,3091.74,3128.5,3086.0,3115.61,16378.5041
1641862800000,3054.6,3091.9,3051.8,3091.75,10605.0436
1641859200000,3082.87,3087.18,3054.18,3054.75,10185.5226
1641855600000,3062.73,3088.01,3054.06,3082.68,9189.4677
1641852000000,3074.65,3084.96,3056.33,3062.73,6294.9157
1641848400000,3082.68,3096.15,3068.12,3074.65,13234.7443
1641844800000,3029.75,3088.0,3019.17,3082.68,15604.1474
1641841200000,3042.9,3056.28,3020.21,3029.75,10499.1698
1641837600000,3012.3,3059.56,3003.24,3042.91,17689.5633
1641834000000,3075.74,3083.78,2970.68,3012.3,58899.9362
1641830400000,3006.27,3095.0,2996.1,3075.74,43620.2713
1641826800000,3018.96,3032.4,2981.03,3006.26,40379.5084
1641823200000,3021.34,3041.82,2928.83,3018.96,128141.5663
1641819600000,3031.55,3047.61,3011.56,3021.04,27512.339
1641816000000,3104.42,3110.94,3030.0,3031.55,33757.8233
1641812400000,3138.97,3140.25,3094.39,3104.5,25916.8236
1641808800000,3146.01,3168.0,3137.37,3138.97,9407.66
1641805200000,3145.27,3159.45,3140.5,3146.0,6973.1479
1641801600000,3163.24,3169.91,3138.01,3145.27,11088.7354
1641798000000,3161.45,3175.01,3155.16,3163.24,7950.9808
1641794400000,3173.99,3175.07,3155.3,3161.45,7804.6773
1641790800000,3175.18,3181.0,3167.4,3174.0,8635.7041
1641787200000,3155.04,3185.0,3152.0,3175.18,12759.537
1641783600000,3153.82,3157.47,3147.87,3155.04,4942.2764
1641780000000,3151.61,3160.0,3141.6,3153.82,8375.5216
1641776400000,3137.39,3152.79,3128.11,3151.6,9251.9346
1641772800000,3151.97,3171.25,3135.48,3136.78,11887.9352
1641769200000,3179.4,3185.22,3143.84,3151.97,13343.8637
1641765600000,3189.05,3200.0,3173.24,3179.4,5921.1581
1641762000000,3195.84,3204.37,3183.68,3189.05,6250.2761
1641758400000,3204.11,3211.72,3192.78,3195.84,8921.7249
1641754800000,3169.31,3209.64,3161.23,3203.91,17699.8806
1641751200000,3166.65,3179.92,3164.33,3168.63,12406.0303
1641747600000,3159.97,3177.86,3148.35,3166.66,18713.257
1641744000000,3098.06,3160.0,3092.34,3159.96,18744.8401
1641740400000,3097.88,3104.85,3072.71,3098.05,13856.3158
1641736800000,3086.07,3116.64,3085.83,3097.87,9145.7084
1641733200000,3109.74,3130.06,3085.01,3085.01,10422.6327
1641729600000,3128.42,3135.0,3104.57,3109.74,8474.6559
1641726000000,3106.8,3135.32,3106.28,3128.42,10128.1456
1641722400000,3096.81,3111.0,3084.81,3106.8,9810.5785
1641718800000,3107.82,3116.5,3093.18,3096.81,12785.2981
1641715200000,3127.51,3140.0,3103.13,3107.58,12408.7235
1641711600000,3138.15,3140.53,3122.0,3127.51,5433.2038
1641708000000,3123.04,3146.0,3118.81,3138.14,7811.1306
1641704400000,3140.82,3147.53,3118.4,3123.04,7608.4069
1641700800000,3120.56,3143.5,3116.38,3140.83,8252.2055
1641697200000,3137.08,3145.86,3118.06,3120.57,11439.7478
1641693600000,3115.25,3146.25,3110.5,3137.06,11985.8062
1641690000000,3119.43,3135.71,3092.85,3115.24,17813.8682
1641686400000,3080.98,3122.3,3057.35,3119.43,16496.706
1641682800000,3118.46,3119.94,3078.44,3080.95,11848.0353
1641679200000,3078.37,3133.56,3075.51,3118.45,15143.6376
1641675600000,3031.66,3104.13,3024.99,3078.37,24844.1559
1641672000000,3028.75,3055.06,3003.3,3031.62,22372.1694
1641668400000,3009.22,3057.32,3000.0,3028.75,40262.724
1641664800000,3040.84,3080.0,3001.0,3009.22,56410.6109
1641661200000,3129.01,3136.57,3035.94,3040.83,37645.1714
1641657600000,3160.33,3180.0,3121.87,3129.01,17453.8168
1641654000000,3176.3,3183.81,3147.09,3160.72,18047.3897
1641650400000,3200.39,3205.57,3175.05,3176.31,9190.9626
1641646800000,3201.18,3208.85,3175.05,3200.39,10334.1321
1641643200000,3219.96,3230.33,3193.34,3201.47,13433.1169
1641639600000,3221.33,3224.11,3198.64,3219.95,9661.0854
1641636000000,3240.92,3250.0,3209.19,3221.33,17975.2855
1641632400000,3215.68,3241.5,3215.24,3240.92,9277.8525
1641628800000,3216.14,3237.85,3208.18,3215.24,10722.9108
1641625200000,3219.49,3230.01,3207.23,3216.13,10562.9736
1641621600000,3215.66,3223.87,3191.5,3219.48,10627.8979
1641618000000,3218.69,3220.95,3204.35,3215.67,4926.3488
1641614400000,3203.77,3227.46,3201.96,3218.69,8935.266
1641610800000,3209.88,3213.32,3181.0,3203.5,7791.641
1641607200000,3217.8,3222.22,3189.95,3209.88,9490.47
1641603600000,3235.78,3246.7,3215.94,3217.8,8857.9465
1641600000000,3198.68,3239.6,3188.41,3235.79,14876.5055
1641596400000,3181.77,3199.42,3170.26,3199.24,8779.5917
1641592800000,3215.04,3216.59,3165.17,3181.77,10529.6736
1641589200000,3215.09,3223.64,3205.01,3215.04,8368.5519
1641585600000,3197.33,3225.24,3183.27,3214.88,13416.3527
1641582000000,3172.86,3203.36,3143.98,3197.32,14959.4531
1641578400000,3203.2,3209.23,3157.0,3173.13,10734.5778
1641574800000,3214.11,3216.38,3173.36,3203.21,14215.3949
1641571200000,3131.69,3222.69,3091.0,3213.41,53549.5164
1641567600000,3208.2,3209.66,3064.42,3131.69,62334.0102
1641564000000,3166.72,3226.81,3158.0,3208.2,28901.722
1641560400000,3241.72,3268.79,3114.56,3166.82,59819.4132
1641556800000,3225.86,3265.01,3225.45,3241.72,12731.478
1641553200000,3216.96,3237.28,3215.2,3225.68,11978.7626
1641549600000,3250.68,3266.27,3216.75,3217.33,17382.3768
1641546000000,3231.0,3275.57,3228.53,3250.58,22274.557
1641542400000,3201.75,3289.0,3188.01,3231.01,38705.0759
1641538800000,3171.14,3205.65,3113.25,3202.25,42039.1103
1641535200000,3235.76,3236.05,3151.18,3170.98,35499.8169
1641531600000,3217.31,3249.33,3211.85,3235.77,31441.7987
1641528000000,3238.74,3251.42,3140.27,3217.31,73101.4428
1641524400000,3361.61,3364.62,3227.82,3238.74,60437.7982
1641520800000,3391.59,3392.1,3357.72,3361.2,10172.4979
1641517200000,3366.71,3394.4,3366.57,3391.59,12111.4824
1641513600000,3406.81,3416.76,3365.01,3366.71,16147.2712
1641510000000,3429.56,3431.77,3405.74,3406.81,7991.7616
1641506400000,3428.02,3437.24,3415.44,3429.55,5062.1495
1641502800000,3425.77,3433.41,3414.2,3428.26,7008.3025
1641499200000,3447.28,3458.73,3419.33,3425.77,12212.5746
1641495600000,3456.45,3461.33,3436.0,3447.29,16732.4486
1641492000000,3422.89,3458.67,3417.04,3456.45,16112.059
1641488400000,3401.25,3435.19,3395.87,3422.89,12924.8169
1641484800000,3397.01,3420.0,3382.11,3401.24,15460.1196
1641481200000,3394.81,3406.01,3358.44,3397.01,23173.1542
1641477600000,3405.31,3426.0,3383.34,3394.8,26010.5495
1641474000000,3361.15,3409.11,3360.8,3405.58,21746.8558
1641470400000,3349.49,3362.01,3318.0,3361.16,18031.1037
1641466800000,3355.94,3367.88,3330.97,3349.49,15867.6256
1641463200000,3308.44,3365.81,3308.1,3355.94,26215.7987
1641459600000,3405.56,3408.37,3300.0,3308.44,58231.3825
1641456000000,3453.04,3456.05,3384.0,3405.22,34167.7777
1641452400000,3438.74,3463.39,3426.31,3453.12,16986.5552
1641448800000,3456.97,3468.1,3419.94,3438.73,18913.5143
1641445200000,3450.42,3480.42,3436.79,3456.98,22669.5616
1641441600000,3448.83,3471.07,3406.24,3450.42,37113.2238
1641438000000,3508.3,3510.75,3445.75,3448.83,29649.9354
1641434400000,3525.13,3529.71,3491.47,3508.31,19040.2744
1641430800000,3538.85,3540.0,3501.83,3525.13,15755.2747
1641427200000,3539.82,3550.43,3516.0,3538.85,19668.9219
1641423600000,3534.25,3564.98,3503.18,3540.63,26507.9435
1641420000000,3554.24,3570.36,3415.0,3534.25,65658.8238
1641416400000,3593.13,3633.96,3553.0,3554.24,28173.218
1641412800000,3655.29,3666.14,3583.36,3593.46,54535.853
1641409200000,3747.6,3760.16,3645.6,3655.3,44674.9533
1641405600000,3773.0,3773.0,3726.4,3747.6,25781.3228
1641402000000,3792.87,3804.23,3771.13,3772.6,11885.0492
1641398400000,3820.97,3823.33,3790.13,3792.88,8767.9237
1641394800000,3821.02,3828.18,3804.27,3820.97,8922.9206
1641391200000,3814.54,3833.0,3788.57,3821.0,14455.1364
1641387600000,3790.02,3816.17,3780.79,3814.54,10160.5936
1641384000000,3791.69,3796.71,3761.44,3790.03,12642.7174
1641380400000,3826.45,3828.08,3781.42,3791.69,13111.5885
1641376800000,3836.7,3848.0,3821.26,3826.45,7454.3583
1641373200000,3820.83,3840.0,3816.46,3836.69,8725.2186
1641369600000,3815.73,3826.7,3802.46,3820.82,7143.9359
1641366000000,3819.17,3822.89,3809.57,3815.74,4536.4788
1641362400000,3803.87,3821.43,3798.77,3819.17,6236.7895
1641358800000,3810.12,3810.21,3797.49,3803.86,4757.4829
1641355200000,3809.44,3818.85,3802.62,3810.12,5210.3318
1641351600000,3802.38,3826.05,3802.38,3809.45,6913.1841
1641348000000,3793.33,3808.3,3792.8,3802.38,6540.4906
1641344400000,3810.13,3810.94,3792.1,3793.33,6428.4201
1641340800000,3785.1,3812.24,3766.0,3810.13,8717.3019
1641337200000,3816.62,3816.63,3783.89,3785.11,7933.4851
1641333600000,3825.99,3826.0,3805.91,3816.62,5805.0681
1641330000000,3816.37,3832.51,3807.99,3825.99,6061.3313
1641326400000,3812.05,3829.8,3795.59,3816.37,13415.1941
1641322800000,3771.69,3842.52,3758.4,3812.31,26045.4081
1641319200000,3838.3,3854.5,3762.38,3771.68,23872.4179
1641315600000,3851.57,3864.58,3837.01,3838.3,5685.1103
1641312000000,3849.51,3865.64,3835.63,3851.71,17338.0907
1641308400000,3875.34,3887.08,3843.82,3849.52,15187.6719
1641304800000,3865.96,3900.73,3851.52,3875.34,25124.721
1641301200000,3831.79,3875.0,3815.06,3865.96,18976.9053
1641297600000,3836.19,3841.93,3818.15,3831.79,11473.6512
1641294000000,3805.76,3840.0,3805.5,3836.19,21823.7676
1641290400000,3766.93,3814.99,3764.52,3805.76,12503.6287
1641286800000,3770.12,3778.92,3763.59,3766.93,10956.7217
1641283200000,3763.88,3781.88,3757.58,3770.12,10982.1712
1641279600000,3753.34,3764.53,3746.75,3763.87,5272.8543
1641276000000,3742.38,3755.9,3734.44,3753.33,5217.8403
1641272400000,3730.85,3748.03,3726.6,3742.39,5676.244
1641268800000,3744.04,3759.72,3729.5,3730.84,7159.7679
1641265200000,3725.82,3749.61,3718.89,3744.23,6563.9242
1641261600000,3732.26,3740.0,3713.11,3725.81,8839.3156
1641258000000,3743.11,3760.03,3728.1,3732.26,7623.7429
1641254400000,3765.89,3774.36,3736.94,3743.11,8719.5215
1641250800000,3751.99,3778.67,3745.68,3765.89,8416.4761
1641247200000,3723.52,3772.99,3722.22,3751.99,10594.7343
1641243600000,3699.02,3735.38,3693.32,3723.38,9569.7905
1641240000000,3738.39,3742.18,3680.0,3699.02,29787.7007
1641236400000,3752.39,3764.0,3738.26,3738.4,6231.0744
1641232800000,3761.66,3771.46,3745.0,3752.4,5843.6159
1641229200000,3748.67,3775.86,3742.43,3761.65,10081.629
1641225600000,3784.04,3795.0,3735.2,3748.93,19371.0489
1641222000000,3804.19,3814.11,3777.0,3784.04,16201.2909
1641218400000,3819.28,3853.09,3802.85,3804.19,16483.3257
1641214800000,3819.1,3830.43,3818.49,3819.29,5923.7388
1641211200000,3834.61,3838.51,3816.84,3819.1,7276.4538
1641207600000,3823.97,3845.0,3823.97,3834.61,9226.6499
1641204000000,3808.86,3830.7,3808.18,3823.97,9175.9663
1641200400000,3807.39,3818.3,3789.66,3808.86,9522.7019
1641196800000,3808.88,3821.99,3804.72,3807.4,5950.8314
1641193200000,3803.18,3811.0,3798.33,3808.88,5377.7832
1641189600000,3812.14,3817.02,3799.6,3803.17,5360.1207
1641186000000,3791.87,3822.99,3790.72,3812.13,8723.2902
1641182400000,3785.24,3799.73,3780.3,3791.87,5823.7729
1641178800000,3798.45,3806.36,3775.7,3785.0,7953.6351
1641175200000,3805.78,3806.68,3784.77,3798.45,9233.5562
1641171600000,3807.03,3810.7,3794.67,3805.78,6809.3533
1641168000000,3828.11,3828.79,3805.82,3807.03,7307.3185
1641164400000,3827.7,3840.02,3820.09,3828.27,6026.1116
1641160800000,3811.57,3833.33,3810.21,3827.7,4711.8086
1641157200000,3810.27,3827.8,3802.01,3811.57,4056.87
1641153600000,3799.0,3814.42,3794.24,3810.26,6164.3283
1641150000000,3795.06,3806.3,3784.2,3798.72,6647.9177
1641146400000,3823.82,3825.0,3771.91,3795.06,12193.3706
1641142800000,3838.63,3857.44,3811.1,3823.82,16148.5809
1641139200000,3778.17,3849.92,3778.08,3838.62,19488.0477
1641135600000,3752.6,3790.38,3751.79,3778.17,9828.9944
1641132000000,3745.29,3757.43,3743.0,3752.59,4998.8423
1641128400000,3753.95,3756.94,3739.86,3745.28,4588.9759
1641124800000,3744.06,3759.83,3730.33,3753.95,5411.3372
1641121200000,3743.17,3756.98,3741.02,3744.01,3543.5882
1641117600000,3753.49,3758.8,3740.0,3743.16,3436.4218
1641114000000,3744.0,3770.0,3738.17,3753.48,5684.8528
1641110400000,3747.22,3748.64,3732.39,3744.0,4211.9792
1641106800000,3738.52,3751.93,3734.2,3747.22,3462.824
1641103200000,3744.69,3749.98,3737.55,3738.52,3775.6677
1641099600000,3724.34,3745.74,3720.17,3744.69,4625.3465
1641096000000,3758.13,3761.92,3717.3,3724.34,7402.0298
1641092400000,3746.5,3760.87,3743.0,3758.55,3984.8703
1641088800000,3747.0,3753.36,3741.8,3746.5,3989.1066
1641085200000,3761.57,3763.66,3742.34,3747.0,4118.8931
1641081600000,3765.54,3771.0,3750.2,3761.58,6290.6611
1641078000000,3757.89,3774.9,3745.0,3765.54,4947.9699
1641074400000,3748.66,3764.15,3740.0,3757.89,3630.0868
1641070800000,3761.02,3776.0,3745.91,3748.65,7198.952
1641067200000,3747.6,3776.45,3740.35,3761.02,6487.7575
1641063600000,3752.58,3757.86,3736.0,3747.61,4873.0628
1641060000000,3760.76,3766.0,3740.0,3752.58,6665.3581
1641056400000,3727.61,3764.98,3727.24,3760.77,8926.8519
1641052800000,3725.29,3749.98,3718.71,3727.62,6785.1471
1641049200000,3697.04,3745.36,3693.22,3725.3,9380.2088
1641045600000,3710.04,3713.68,3691.88,3697.61,5365.4474
